Plate,Well,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Alternative Organism Name],Characteristics [Cell Line],Term Source 2 REF,Term Source 2 Accession,Compound Name,Compound PubChem CID,Compound PubChem URL,Alternative Compound PubChem CID,Alternative Compound PubChem URL,Compound ChEMBL ID,Alternative Compound ChEMBL ID,Broad Identifier,Compound InChIKey,Alternative Compound InChIKey,Compound SMILES,Alternative Compound SMILES,Control Type,Channels,Nuclei Count,Percentage Effect,Percentage Viability
ESP0030463.zarr,D6,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,proxyfan,6421522,https://pubchem.ncbi.nlm.nih.gov/compound/6421522,,,CHEMBL19173,,"BRD-K77171813-034-01-8, BRD-K77171813-034-02-6, BRD-K77171813-034-03-9",WNWALBVQAAIULR-UHFFFAOYSA-N,,c1ccc(COCCCc2cnc[nH]2)cc1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,740,-5.1,99.81
ESP0030463.zarr,D7,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,WWL-123,90209976,https://pubchem.ncbi.nlm.nih.gov/compound/90209976,,,CHEMBL4303532,,"BRD-K83176916-001-01-4, BRD-K83176916-001-02-9",UUJGYRHAOHORFC-UHFFFAOYSA-N,,CN(Cc1cccc(-c2ccccc2)c1)C(=O)Oc1ccc(-c2ccc(C(N)=O)cc2)cc1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,822,-5.7,110.87
ESP0030463.zarr,D8,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,OXA-06,24857242,https://pubchem.ncbi.nlm.nih.gov/compound/24857242,,,CHEMBL4303164,,"BRD-K98736329-300-01-5, BRD-K98736329-300-02-9",XUIUXXQVHPEQNM-UHFFFAOYSA-N,,Fc1ccccc1CNCc1ccc(-c2ccnc3[nH]ccc23)cc1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,586,10.66,79.04
ESP0030463.zarr,D9,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,CW-008,59528098,https://pubchem.ncbi.nlm.nih.gov/compound/59528098,,,CHEMBL4303707,,"BRD-K84068331-001-01-9, BRD-K84068331-001-02-9",KCIMKTNQCUDTFI-UHFFFAOYSA-N,,COc1ccn2ncc(-c3nc4[nH]nc(NC(=O)c5ccc(F)cc5)c4cc3F)c2c1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,676,-4.3,91.17
ESP0030463.zarr,D10,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,2-phenylmelatonin,4018512,https://pubchem.ncbi.nlm.nih.gov/compound/4018512,,,CHEMBL15060,,"BRD-K41869275-001-02-8, BRD-K41869275-001-03-6, BRD-K41869275-001-04-9",OFCLARYYBGKCHN-UHFFFAOYSA-N,,COc1ccc2[nH]c(c(CCNC(C)=O)c2c1)-c1ccccc1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,773,-1.61,104.26
ESP0030463.zarr,D11,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,GP2a,16094766,https://pubchem.ncbi.nlm.nih.gov/compound/16094766,,,CHEMBL216735,,"BRD-K34608650-001-02-4, BRD-K34608650-001-03-9",SPEFJYZGXZENAF-UHFFFAOYSA-N,,Cc1ccc2c(c1)Cc1c(C(=O)NC3CCCCC3)nn(-c3ccc(Cl)cc3Cl)c1-2,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,754,-2.64,101.69
ESP0030463.zarr,D12,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,pivagabine,68888,https://pubchem.ncbi.nlm.nih.gov/compound/68888,,,CHEMBL1870796,,"BRD-K62264492-001-01-5, BRD-K62264492-001-02-3",SRPNQDXRVRCTNK-UHFFFAOYSA-N,,CC(C)(C)C(=O)NCCCC(=O)O,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,885,-5.58,119.36
ESP0030463.zarr,D13,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,1-(2-chloro-5-methylphenoxy)-3-(isopropylamino)-2-propanol,20497006,https://pubchem.ncbi.nlm.nih.gov/compound/20497006,,,CHEMBL4303224,,BRD-A95802703-001-01-0,NJEIOWSBPCZKTL-UHFFFAOYSA-N,,CC(C)NCC(O)COC=1C=C(C)C=CC1Cl,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,688,21.7,92.79
ESP0030463.zarr,D14,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,ditiocarb-sodium-trihydrate,28343,https://pubchem.ncbi.nlm.nih.gov/compound/28343,,,CHEMBL107217,,"BRD-K40654626-236-01-5, BRD-K40654626-236-02-3",LMBWSYZSUOEYSN-UHFFFAOYSA-M,,CCN(CC)C(=S)[S-],,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,839,-6.15,113.16
ESP0030463.zarr,D15,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,3-anilinopropan-1-ol,410467,https://pubchem.ncbi.nlm.nih.gov/compound/410467,,,CHEMBL2357012,,"BRD-K49721826-001-02-7, BRD-K49721826-001-03-9",GZYBSURBYCLNSM-UHFFFAOYSA-N,,OCCCNC=1C=CC=CC1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,723,-4.73,97.51
ESP0030463.zarr,D16,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,AM-24,11862,https://pubchem.ncbi.nlm.nih.gov/compound/11862,,,CHEMBL81721,,BRD-K59013864-001-01-1,VAPDZNUFNKUROY-UHFFFAOYSA-N,,OC=1C(I)=CC(I)=CC1I,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,763,-4.04,102.91
ESP0030463.zarr,D17,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,bupranolol,2475,https://pubchem.ncbi.nlm.nih.gov/compound/2475,,,CHEMBL305380,,"BRD-A48420483-001-02-3, BRD-A48420483-001-01-5, BRD-A48420483-001-03-9, BRD-A48420483-001-04-9",HQIRNZOQPUAHHV-UHFFFAOYSA-N,,CC=1C=CC(Cl)=C(OCC(O)CNC(C)(C)C)C1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,623,35.52,84.03
ESP0030463.zarr,D18,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,FCE-22250,135413506,https://pubchem.ncbi.nlm.nih.gov/compound/135413506,,,CHEMBL4303726,,BRD-A10991937-001-01-1,JEGGQYICWGMXOZ-GMPMKFSHSA-N,,COC1\C=C\OC2(C)Oc3c(C2=O)c2c(O)c(\C=N\N=C\N4CCCCC4)c(NC(=O)\C(C)=C/C=C/C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)c(O)c2c(O)c3C,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,770,-4.56,103.85
ESP0030463.zarr,D19,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,darglitazone,60870,https://pubchem.ncbi.nlm.nih.gov/compound/60870,,,CHEMBL55624,,BRD-K82908348-001-01-9,QQKNSPHAFATFNQ-UHFFFAOYSA-N,,O=C(CCC1=C(C)OC(C2=CC=CC=C2)=N1)C3=CC=C(CC4SC(NC4=O)=O)C=C3,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,699,-4.88,94.28
ESP0030463.zarr,D20,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,org-9768,22152353,https://pubchem.ncbi.nlm.nih.gov/compound/22152353,,,CHEMBL4303509,,BRD-K41434598-003-01-9,JOLKQWPKJFRPOU-UHFFFAOYSA-N,,CC1(CN)Cc2ccccc2C1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,842,4.65,113.56
ESP0030463.zarr,D21,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,delphinidin,128853,https://pubchem.ncbi.nlm.nih.gov/compound/128853,,,CHEMBL276780,CHEMBL590878,"BRD-K79107392-003-02-2, BRD-K79107392-003-01-4",JKHRCGUTYDNCLE-UHFFFAOYSA-O,,Oc1cc(O)c2cc(O)c([o+]c2c1)c3cc(O)c(O)c(O)c3,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,799,-9.23,107.76
ESP0030463.zarr,D22,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,riodoxol,152256,https://pubchem.ncbi.nlm.nih.gov/compound/152256,,,CHEMBL4303312,,"BRD-K48963429-001-01-9, BRD-K48963429-001-02-7",XKFZYVWWXHCHIX-UHFFFAOYSA-N,,Oc1c(I)cc(I)c(O)c1I,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,719,-3.72,96.97
ESP0030463.zarr,D23,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,,,,,,,,,,,,,positive control,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,713,82.1,96.16
ESP0030463.zarr,D24,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,,,,,,,,,,,,,negative control,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,853,-1.41,115.05
ESP0030463.zarr,E1,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,etafenone,3275,https://pubchem.ncbi.nlm.nih.gov/compound/3275,,,CHEMBL1736151,,BRD-K84971356-001-01-4,OEGDFSLNGABBKJ-UHFFFAOYSA-N,,CCN(CC)CCOc1ccccc1C(=O)CCc1ccccc1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,749,30.55,101.02
ESP0030463.zarr,E2,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,ryuvidine,481747,https://pubchem.ncbi.nlm.nih.gov/compound/481747,,,CHEMBL290904,,"BRD-K06426971-001-03-5, BRD-K06426971-001-02-7, BRD-K06426971-001-04-9",HFPLHASLIOXVGS-UHFFFAOYSA-N,,Cc1ccc(NC2=CC(=O)c3sc(C)nc3C2=O)cc1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,855,-4.12,115.32
ESP0030463.zarr,E3,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,NK-252,71618700,https://pubchem.ncbi.nlm.nih.gov/compound/71618700,,,CHEMBL4164286,,"BRD-K47441935-001-01-4, BRD-K47441935-001-02-9",FNSCFQXZZNCDAI-UHFFFAOYSA-N,,O=C(NCc1ccccn1)Nc1nnc(-c2ccco2)o1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,846,-4.85,114.1
ESP0030463.zarr,E4,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,vesamicol,659840,https://pubchem.ncbi.nlm.nih.gov/compound/659840,,,CHEMBL20730,,"BRD-K14765469-003-12-2, BRD-K14765469-003-13-0, BRD-K14765469-003-14-9",YSSBJODGIYRAMI-IAGOWNOFSA-N,,O[C@@H]1CCCC[C@H]1N1CCC(CC1)c1ccccc1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,795,-4.38,107.22
ESP0030463.zarr,E5,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,TC-E-5002,71735843,https://pubchem.ncbi.nlm.nih.gov/compound/71735843,,,CHEMBL2424812,,"BRD-K15256258-001-01-3, BRD-K15256258-001-02-1, BRD-K15256258-001-03-9",NEHSERYKENINRH-UHFFFAOYSA-N,,O=C(O)CCN(O)C(=O)CCCCCCCCC1CC1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,722,-4.53,97.38
ESP0030463.zarr,E6,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,BIBX-1382,6918508,https://pubchem.ncbi.nlm.nih.gov/compound/6918508,,,CHEMBL258940,,"BRD-K70914287-300-02-8, BRD-K70914287-300-03-6, BRD-K70914287-300-04-9",FTFRZXFNZVCRSK-UHFFFAOYSA-N,,CN1CCC(Nc2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,531,76.54,71.62
ESP0030463.zarr,E7,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,U-50488-(-),3036289,https://pubchem.ncbi.nlm.nih.gov/compound/3036289,,,CHEMBL441765,,BRD-M57185017-300-01-9,VQLPLYSROCPWFF-QZTJIDSGSA-N,,CN([C@H]1CCCC[C@@H]1N1CCCC1)C(=O)Cc1ccc(Cl)c(Cl)c1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,644,31.06,86.86
ESP0030463.zarr,E8,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,"(+/-)-exo,exo-2,3-camphanediol",98046306,https://pubchem.ncbi.nlm.nih.gov/compound/98046306,,,CHEMBL4303371,,BRD-K44602126-001-01-3,AYEOSGBMQHXVER-WHQQTDPMSA-N,,CC1(C)[C@H]2CC[C@@]1(C)[C@H](O)[C@@H]2O,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,729,-3.19,98.32
ESP0030463.zarr,E9,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,"disodium 7,7'-(carbonyldiimino)bis(4-hydroxy-2-naphthalenesulfonate)",1549501,https://pubchem.ncbi.nlm.nih.gov/compound/1549501,102070467,https://pubchem.ncbi.nlm.nih.gov/compound/102070467,CHEMBL3109656,,BRD-K75114721-304-02-6,PCGISRHGYLRXSR-UHFFFAOYSA-L,,Oc1cc(cc2cc(NC(=O)Nc3ccc4c(O)cc(cc4c3)S(=O)(=O)[O-])ccc12)S(=O)(=O)[O-],,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,761,-7.47,102.64
ESP0030463.zarr,E10,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,N-(4-carboxyphenyl)-alpha-D-mannopyranosylamine,2865122,https://pubchem.ncbi.nlm.nih.gov/compound/2865122,,,CHEMBL4529495,,BRD-A45906415-001-01-9,VXMVXDITZWJXJN-UHFFFAOYSA-N,,OCC1OC(Nc2ccc(cc2)C(=O)O)C(O)C(O)C1O,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,911,-5.7,122.87
ESP0030463.zarr,E11,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,dilazep,3074,https://pubchem.ncbi.nlm.nih.gov/compound/3074,,,CHEMBL126075,,"BRD-K48722258-300-10-2, BRD-K48722258-300-11-0",QVZCXCJXTMIDME-UHFFFAOYSA-N,,COc1cc(cc(OC)c1OC)C(=O)OCCCN1CCCN(CCCOC(=O)c2cc(OC)c(OC)c(OC)c2)CC1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,615,58.72,82.95
ESP0030463.zarr,E12,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,picartamide,71154,https://pubchem.ncbi.nlm.nih.gov/compound/71154,3034005,https://pubchem.ncbi.nlm.nih.gov/compound/3034005,CHEMBL100424,,BRD-A71765060-001-01-4,ITNLONMDUMHEOK-UHFFFAOYSA-N,,CNC(=S)C1(CCCS1)C=2C=CC=CN2,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,775,-5.51,104.53
ESP0030463.zarr,E13,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,N-acetyl-tyrosine,89216,https://pubchem.ncbi.nlm.nih.gov/compound/89216,,,CHEMBL1972224,,BRD-A24857382-001-03-4,CAHKINHBCWCHCF-UHFFFAOYSA-N,,CC(=O)NC(CC=1C=CC(O)=CC1)C(=O)O,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,772,-5.32,104.12
ESP0030463.zarr,E14,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,metirosine,441350,https://pubchem.ncbi.nlm.nih.gov/compound/441350,6918925,https://pubchem.ncbi.nlm.nih.gov/compound/6918925,CHEMBL1200862,,"BRD-K83766205-001-03-8, BRD-K83766205-001-04-9",NHTGHBARYWONDQ-JTQLQIEISA-N,,C[C@](N)(CC=1C=CC(O)=CC1)C(=O)O,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,915,-6.58,123.41
ESP0030463.zarr,E15,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,SEP-227900,7141881,https://pubchem.ncbi.nlm.nih.gov/compound/7141881,,,CHEMBL492591,,"BRD-K49504902-001-01-6, BRD-K49504902-001-02-9",MMAIBGHDBYQYDI-UHFFFAOYSA-N,,OC(=O)C1=CC=2OC=CC2N1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,767,-4.85,103.45
ESP0030463.zarr,E16,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,3-bromocamphor,6438,https://pubchem.ncbi.nlm.nih.gov/compound/6438,,,CHEMBL4303364,,BRD-A62841832-001-01-1,NJQADTYRAYFBJN-UHFFFAOYSA-N,,CC1(C)C2CCC1(C)C(=O)C2Br,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,866,-3.49,116.8
ESP0030463.zarr,E17,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,valrocemide,6918293,https://pubchem.ncbi.nlm.nih.gov/compound/6918293,,,CHEMBL471638,,BRD-K32804101-001-01-8,RALGCAOVRLYSMA-UHFFFAOYSA-N,,CCCC(CCC)C(=O)NCC(=O)N,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,851,-5.65,114.78
ESP0030463.zarr,E18,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,PHENOLSULFONPHTHALEIN,4766,https://pubchem.ncbi.nlm.nih.gov/compound/4766,,,CHEMBL258921,,"BRD-K79892937-001-02-5, BRD-K79892937-236-04-9",BELBBZDIHDAJOR-UHFFFAOYSA-N,,Oc1ccc(cc1)C1(OS(=O)(=O)c2ccccc12)c1ccc(O)cc1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,774,-2.78,104.39
ESP0030463.zarr,E19,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,tesaglitazar,208901,https://pubchem.ncbi.nlm.nih.gov/compound/208901,,,CHEMBL282686,,"BRD-K15507868-001-03-7, BRD-K15507868-001-04-5",CXGTZJYQWSUFET-IBGZPJMESA-N,,OC([C@@H](OCC)CC1=CC=C(OCCC2=CC=C(OS(C)(=O)=O)C=C2)C=C1)=O,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,694,-5.22,93.6
ESP0030463.zarr,E20,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,niceritrol,4476,https://pubchem.ncbi.nlm.nih.gov/compound/4476,,,CHEMBL1697762,,BRD-K11256763-001-01-5,KUEUWHJGRZKESU-UHFFFAOYSA-N,,O=C(OCC(COC(=O)c1cccnc1)(COC(=O)c1cccnc1)COC(=O)c1cccnc1)c1cccnc1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,790,-4.07,106.55
ESP0030463.zarr,E21,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,atizoram,9861730,https://pubchem.ncbi.nlm.nih.gov/compound/9861730,,,CHEMBL1229569,,"BRD-K76614248-001-01-2, BRD-K76614248-001-02-9",LITNEAPWQHVPOK-FFSVYQOJSA-N,,O=C(NC1)NCC1C2=CC(O[C@@H]3[C@H](C4)CC[C@H]4C3)=C(OC)C=C2,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,845,-5.61,113.97
ESP0030463.zarr,E22,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,erteberel,10286159,https://pubchem.ncbi.nlm.nih.gov/compound/10286159,,,CHEMBL278703,,BRD-K80608265-001-01-6,XIESSJVMWNJCGZ-VKJFTORMSA-N,,OC1=CC2=C(C=C1)O[C@@H](C3=CC=C(O)C=C3)[C@]4([H])[C@@]2([H])CCC4,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,735,-1.91,99.13
ESP0030463.zarr,E23,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,,,,,,,,,,,,,positive control,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,647,90.38,87.26
ESP0030463.zarr,E24,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,,,,,,,,,,,,,negative control,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,782,-0.71,105.47
ESP0030463.zarr,F1,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,oxfenicine,89853,https://pubchem.ncbi.nlm.nih.gov/compound/89853,25200582,https://pubchem.ncbi.nlm.nih.gov/compound/25200582,,,BRD-A86525947-001-01-4,LJCWONGJFPCTTL-SSDOTTSWSA-N,,N[C@@H](C(=O)O)C=1C=CC(O)=CC1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,793,0.07,106.95
ESP0030463.zarr,F2,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,SCH-51344,9995890,https://pubchem.ncbi.nlm.nih.gov/compound/9995890,,,CHEMBL3793901,,"BRD-K02460719-001-01-9, BRD-K02460719-001-02-9",YWEGXZZAORIRQR-UHFFFAOYSA-N,,COc1ccc2[nH]c3nnc(C)c-3c(NCCOCCO)c2c1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,765,-1.31,103.18
ESP0030463.zarr,F3,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,LY303511,3971,https://pubchem.ncbi.nlm.nih.gov/compound/3971,,,CHEMBL1363184,,"BRD-K22385716-001-02-5, BRD-K22385716-001-03-3, BRD-K22385716-001-04-9",NGAGMBNBKCDCDJ-UHFFFAOYSA-N,,O=c1cc(N2CCNCC2)oc2c(-c3ccccc3)cccc12,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,707,19.09,95.36
ESP0030463.zarr,F4,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,AH-7614,233085,https://pubchem.ncbi.nlm.nih.gov/compound/233085,,,CHEMBL3311302,,"BRD-K10852420-001-02-5, BRD-K10852420-001-03-9",OZCQEUZTOAAWDK-UHFFFAOYSA-N,,Cc1ccc(S(=O)(=O)NC2c3ccccc3Oc3ccccc32)cc1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,650,-4.31,87.67
ESP0030463.zarr,F5,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,ZK-200775,208953,https://pubchem.ncbi.nlm.nih.gov/compound/208953,,,CHEMBL19892,,"BRD-K67525671-001-02-5, BRD-K67525671-001-03-3, BRD-K67525671-001-04-9",WZMQMKNCWDCCMT-UHFFFAOYSA-N,,O=c1[nH]c2cc(C(F)(F)F)c(N3CCOCC3)cc2n(CP(=O)(O)O)c1=O,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,873,-7.52,117.74
ESP0030463.zarr,F6,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,N-[2-(diethylamino)ethyl]-2-iodobenzamide hydrochloride,1816834,https://pubchem.ncbi.nlm.nih.gov/compound/1816834,,,CHEMBL230302,,"BRD-K71698503-003-01-6, BRD-K71698503-003-02-9",WNSWOZIBBVUJBI-UHFFFAOYSA-N,,CCN(CC)CCNC(=O)c1ccccc1I,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,779,-6.63,105.07
ESP0030463.zarr,F7,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,SN-38,104842,https://pubchem.ncbi.nlm.nih.gov/compound/104842,,,,,"BRD-K89561498-001-01-7, BRD-K89561498-001-02-5, BRD-K89561498-001-03-3, BRD-K89561498-001-04-9",FJHBVJOVLFPMQE-QFIPXVFZSA-N,,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,569,-3.55,76.74
ESP0030463.zarr,F8,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,2-Iminobiotin,46936649,https://pubchem.ncbi.nlm.nih.gov/compound/46936649,,,,,"BRD-K07954936-001-01-3, BRD-K07954936-001-02-9",WWVANQJRLPIHNS-BKPPORCPSA-N,,NC1=N[C@H]2[C@H](CCCCC(=O)O)SC[C@H]2N1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,782,-5.63,105.47
